<154.66186734693892,  200,  none,  10,  uniform>>
<117.31172448979592,  200,  lru,  10,  uniform>>
<117.39183673469374,  200,  lru,  20,  uniform>>
<129.65056122448993,  200,  lru,  50,  uniform>>
<119.66074489795906,  200,  lru,  100,  uniform>>
<122.16643877551019,  200,  lru,  200,  uniform>>
<106.66102040816321,  200,  fifo,  10,  uniform>>
<111.4317857142857,  200,  fifo,  20,  uniform>>
<134.2197448979592,  200,  fifo,  50,  uniform>>
<124.21115306122452,  200,  fifo,  100,  uniform>>
<123.74504081632654,  200,  fifo,  200,  uniform>>
<115.53809183673447,  200,  mru,  10,  uniform>>
<122.20056122448989,  200,  mru,  20,  uniform>>
<123.88277551020401,  200,  mru,  50,  uniform>>
<106.40862244897966,  200,  mru,  100,  uniform>>
<106.80308163265306,  200,  mru,  200,  uniform>>
<106.53403061224482,  200,  lfu,  10,  uniform>>
<133.8822551020409,  200,  lfu,  20,  uniform>>
<131.1038673469387,  200,  lfu,  50,  uniform>>
<127.00279591836707,  200,  lfu,  100,  uniform>>
<123.3176632653061,  200,  lfu,  200,  uniform>>
<123.7859387755102,  200,  lifo,  10,  uniform>>
<118.87643877551024,  200,  lifo,  20,  uniform>>
<117.80874489795929,  200,  lifo,  50,  uniform>>
<120.18954081632643,  200,  lifo,  100,  uniform>>
<122.64084693877533,  200,  lifo,  200,  uniform>>
<177.89205102040793,  200,  none,  10,  zipf(1.2)>>
<116.82158163265305,  200,  lru,  10,  zipf(1.2)>>
<114.91474489795901,  200,  lru,  20,  zipf(1.2)>>
<124.84670408163255,  200,  lru,  50,  zipf(1.2)>>
<117.2768469387754,  200,  lru,  100,  zipf(1.2)>>
<118.81714285714273,  200,  lru,  200,  zipf(1.2)>>
<111.84996938775511,  200,  fifo,  10,  zipf(1.2)>>
<116.59745918367352,  200,  fifo,  20,  zipf(1.2)>>
<107.09879591836739,  200,  fifo,  50,  zipf(1.2)>>
<117.51847959183674,  200,  fifo,  100,  zipf(1.2)>>
<110.74827551020405,  200,  fifo,  200,  zipf(1.2)>>
<111.21393877551009,  200,  mru,  10,  zipf(1.2)>>
<115.4976428571427,  200,  mru,  20,  zipf(1.2)>>
<107.3427857142856,  200,  mru,  50,  zipf(1.2)>>
<116.4143265306122,  200,  mru,  100,  zipf(1.2)>>
<111.15031632653069,  200,  mru,  200,  zipf(1.2)>>
<116.68989795918363,  200,  lfu,  10,  zipf(1.2)>>
<111.98070408163271,  200,  lfu,  20,  zipf(1.2)>>
<119.7959387755102,  200,  lfu,  50,  zipf(1.2)>>
<108.57768367346928,  200,  lfu,  100,  zipf(1.2)>>
<107.04722448979598,  200,  lfu,  200,  zipf(1.2)>>
<116.9004285714286,  200,  lifo,  10,  zipf(1.2)>>
<122.72379591836722,  200,  lifo,  20,  zipf(1.2)>>
<115.1685918367346,  200,  lifo,  50,  zipf(1.2)>>
<107.64295918367354,  200,  lifo,  100,  zipf(1.2)>>
<117.599,  200,  lifo,  200,  zipf(1.2)>>
