<748.2,  200,  none,  10,  uniform>>
<433.25,  200,  lru,  10,  uniform>>
<417.6666666666667,  200,  lru,  20,  uniform>>
<504.5,  200,  lru,  50,  uniform>>
<453.0,  200,  lru,  100,  uniform>>
<419.75,  200,  lru,  200,  uniform>>
<693.0,  200,  fifo,  10,  uniform>>
<437.6666666666667,  200,  fifo,  20,  uniform>>
<472.3333333333333,  200,  fifo,  50,  uniform>>
<455.5,  200,  fifo,  100,  uniform>>
<395.75,  200,  fifo,  200,  uniform>>
<420.3333333333333,  200,  mru,  10,  uniform>>
<432.0,  200,  mru,  20,  uniform>>
<430.0,  200,  mru,  50,  uniform>>
<513.0,  200,  mru,  100,  uniform>>
<590.8,  200,  mru,  200,  uniform>>
<462.6,  200,  lifo,  10,  uniform>>
<556.6,  200,  lifo,  20,  uniform>>
<352.0,  200,  lifo,  50,  uniform>>
<509.6,  200,  lifo,  100,  uniform>>
<358.6666666666667,  200,  lifo,  200,  uniform>>
<608.5,  200,  lru,  10,  zipf(1.2)>>
<321.0,  200,  none,  10,  zipf(1.2)>>
<571.2,  200,  lru,  20,  zipf(1.2)>>
<548.8,  200,  lru,  50,  zipf(1.2)>>
<607.8,  200,  lru,  100,  zipf(1.2)>>
<554.3333333333334,  200,  lru,  200,  zipf(1.2)>>
<471.0,  200,  fifo,  10,  zipf(1.2)>>
<414.5,  200,  fifo,  20,  zipf(1.2)>>
<502.0,  200,  fifo,  50,  zipf(1.2)>>
<663.4,  200,  fifo,  100,  zipf(1.2)>>
<485.6,  200,  fifo,  200,  zipf(1.2)>>
<500.4,  200,  mru,  10,  zipf(1.2)>>
<496.3333333333333,  200,  mru,  20,  zipf(1.2)>>
<499.6,  200,  mru,  50,  zipf(1.2)>>
<540.2,  200,  mru,  100,  zipf(1.2)>>
<579.2,  200,  mru,  200,  zipf(1.2)>>
<592.4,  200,  lifo,  10,  zipf(1.2)>>
<444.0,  200,  lifo,  20,  zipf(1.2)>>
<547.6,  200,  lifo,  50,  zipf(1.2)>>
<534.4,  200,  lifo,  100,  zipf(1.2)>>
<522.0,  200,  lifo,  200,  zipf(1.2)>>
