<0, 123.17, 200, none, 10, uniform>
<0, 244.83, 200, none, 10, uniform>
<0, 122.81, 200, none, 10, uniform>
<0, 121.39, 200, none, 10, uniform>
<0, 124.14, 200, none, 10, uniform>
<2037625865, 0.08, 200, none, 10, uniform>
<2037625865, 0.09, 200, none, 10, uniform>
<2037625865, 122.90, 200, none, 10, uniform>
<2037625865, 0.17, 200, none, 10, uniform>
<2037625865, 0.10, 200, none, 10, uniform>
<0, 244.05, 200, none, 10, uniform>
<2037625865, 122.48, 200, none, 10, uniform>
<2037625865, 0.17, 200, none, 10, uniform>
<0, 122.91, 200, none, 10, uniform>
<2037625865, 122.47, 200, none, 10, uniform>
<2037625865, 0.17, 200, none, 10, uniform>
<2037625865, 0.09, 200, none, 10, uniform>
<2037625865, 0.08, 200, none, 10, uniform>
<2037625865, 0.12, 200, none, 10, uniform>
<0, 121.37, 200, none, 10, uniform>
<2037625865, 243.16, 200, none, 10, uniform>
<2037625865, 0.17, 200, none, 10, uniform>
<2037625865, 0.09, 200, none, 10, uniform>
<2037625865, 0.09, 200, none, 10, uniform>
<2037625865, 0.09, 200, none, 10, uniform>
<2037625865, 0.15, 200, none, 10, uniform>
<2037625865, 0.10, 200, none, 10, uniform>
<0, 242.91, 200, none, 10, uniform>
<2037625865, 122.22, 200, none, 10, uniform>
<3517616580, 122.36, 200, none, 10, uniform>
<0, 120.81, 200, none, 10, uniform>
<3517616580, 121.84, 200, none, 10, uniform>
<3156534709, 245.23, 200, none, 10, uniform>
<3517616580, 121.82, 200, none, 10, uniform>
<0, 246.22, 200, none, 10, uniform>
<3156534709, 122.28, 200, none, 10, uniform>
<2037625865, 368.36, 200, none, 10, uniform>
<2037625865, 0.17, 200, none, 10, uniform>
<2037625865, 0.09, 200, none, 10, uniform>
<3517616580, 122.44, 200, none, 10, uniform>
<0, 122.46, 200, none, 10, uniform>
<3156534709, 121.75, 200, none, 10, uniform>
<2037625865, 120.52, 200, none, 10, uniform>
<2037625865, 0.26, 200, none, 10, uniform>
<3517616580, 122.31, 200, none, 10, uniform>
<0, 120.33, 200, none, 10, uniform>
<3517616580, 122.36, 200, none, 10, uniform>
<3156534709, 245.12, 200, none, 10, uniform>
<2037625865, 244.71, 200, none, 10, uniform>
<2037625865, 0.17, 200, none, 10, uniform>
<2037625865, 0.13, 200, none, 10, uniform>
<2037625865, 0.09, 200, none, 10, uniform>
<2037625865, 0.09, 200, none, 10, uniform>
<2037625865, 0.08, 200, none, 10, uniform>
<3517616580, 122.88, 200, none, 10, uniform>
<2037625865, 122.23, 200, none, 10, uniform>
<0, 304.51, 200, none, 10, uniform>
<2037625865, 0.18, 200, none, 10, uniform>
<2037625865, 0.10, 200, none, 10, uniform>
<2037625865, 0.09, 200, none, 10, uniform>
<2037625865, 0.08, 200, none, 10, uniform>
<2037625865, 0.08, 200, none, 10, uniform>
<2037625865, 0.14, 200, none, 10, uniform>
<3517616580, 121.90, 200, none, 10, uniform>
<3156534709, 243.78, 200, none, 10, uniform>
<0, 122.51, 200, none, 10, uniform>
<3517616580, 121.48, 200, none, 10, uniform>
<2037625865, 242.10, 200, none, 10, uniform>
<2037625865, 0.17, 200, none, 10, uniform>
<2037625865, 0.09, 200, none, 10, uniform>
<3517616580, 122.37, 200, none, 10, uniform>
<3156534709, 244.12, 200, none, 10, uniform>
<0, 243.14, 200, none, 10, uniform>
<3517616580, 122.09, 200, none, 10, uniform>
<2037625865, 243.43, 200, none, 10, uniform>
<2037625865, 0.17, 200, none, 10, uniform>
<2037625865, 0.09, 200, none, 10, uniform>
<2037625865, 0.08, 200, none, 10, uniform>
<2037625865, 0.09, 200, none, 10, uniform>
<2037625865, 0.08, 200, none, 10, uniform>
<2037625865, 0.08, 200, none, 10, uniform>
<2037625865, 0.08, 200, none, 10, uniform>
<2037625865, 0.08, 200, none, 10, uniform>
<2037625865, 0.10, 200, none, 10, uniform>
<2037625865, 0.08, 200, none, 10, uniform>
<2037625865, 0.08, 200, none, 10, uniform>
<2037625865, 0.08, 200, none, 10, uniform>
<0, 122.49, 200, none, 10, uniform>
<2037625865, 0.08, 200, none, 10, uniform>
<2037625865, 0.09, 200, none, 10, uniform>
<2037625865, 0.09, 200, none, 10, uniform>
<2037625865, 0.08, 200, none, 10, uniform>
<3517616580, 122.84, 200, none, 10, uniform>
<3156534709, 243.99, 200, none, 10, uniform>
<2037625865, 242.06, 200, none, 10, uniform>
<2037625865, 0.17, 200, none, 10, uniform>
<0, 243.79, 200, none, 10, uniform>
<3517616580, 246.13, 200, none, 10, uniform>
<3156534709, 244.33, 200, none, 10, uniform>
<0, 122.33, 200, none, 10, uniform>
<2037625865, 124.47, 200, none, 10, uniform>
<2037625865, 0.21, 200, none, 10, uniform>
<2037625865, 0.16, 200, none, 10, uniform>
<2037625865, 0.09, 200, none, 10, uniform>
<2037625865, 0.08, 200, none, 10, uniform>
<2037625865, 0.08, 200, none, 10, uniform>
<3156534709, 124.33, 200, none, 10, uniform>
<3517616580, 245.93, 200, none, 10, uniform>
<2813423976, 367.69, 200, none, 10, uniform>
<2037625865, 245.16, 200, none, 10, uniform>
<3517616580, 123.39, 200, none, 10, uniform>
<3156534709, 243.91, 200, none, 10, uniform>
<0, 363.98, 200, none, 10, uniform>
<2813423976, 245.17, 200, none, 10, uniform>
<0, 122.28, 200, none, 10, uniform>
<3517616580, 245.97, 200, none, 10, uniform>
<3156534709, 243.29, 200, none, 10, uniform>
<2037625865, 365.58, 200, none, 10, uniform>
<2037625865, 0.07, 200, none, 10, uniform>
<3517616580, 120.48, 200, none, 10, uniform>
<2813423976, 243.97, 200, none, 10, uniform>
<0, 243.17, 200, none, 10, uniform>
<3517616580, 122.53, 200, none, 10, uniform>
<3156534709, 245.31, 200, none, 10, uniform>
<2037625865, 247.23, 200, none, 10, uniform>
<2037625865, 0.17, 200, none, 10, uniform>
<2037625865, 0.10, 200, none, 10, uniform>
<2037625865, 0.09, 200, none, 10, uniform>
<2037625865, 0.09, 200, none, 10, uniform>
<2037625865, 0.08, 200, none, 10, uniform>
<2037625865, 0.08, 200, none, 10, uniform>
<2037625865, 0.08, 200, none, 10, uniform>
<2037625865, 0.12, 200, none, 10, uniform>
<2037625865, 0.11, 200, none, 10, uniform>
<2037625865, 0.08, 200, none, 10, uniform>
<2037625865, 0.08, 200, none, 10, uniform>
<2037625865, 0.08, 200, none, 10, uniform>
<2037625865, 0.08, 200, none, 10, uniform>
<2037625865, 0.08, 200, none, 10, uniform>
<2037625865, 0.08, 200, none, 10, uniform>
<2037625865, 0.08, 200, none, 10, uniform>
<0, 159.80, 200, none, 10, uniform>
<3517616580, 122.80, 200, none, 10, uniform>
<2813423976, 246.46, 200, none, 10, uniform>
<0, 206.72, 200, none, 10, uniform>
<3517616580, 246.39, 200, none, 10, uniform>
<3156534709, 308.55, 200, none, 10, uniform>
<2813423976, 245.49, 200, none, 10, uniform>
<2813423976, 0.17, 200, none, 10, uniform>
<2037625865, 365.83, 200, none, 10, uniform>
<3517616580, 122.56, 200, none, 10, uniform>
<0, 243.50, 200, none, 10, uniform>
<3156534709, 246.43, 200, none, 10, uniform>
<0, 121.46, 200, none, 10, uniform>
<3517616580, 242.59, 200, none, 10, uniform>
<2813423976, 366.06, 200, none, 10, uniform>
<0, 121.00, 200, none, 10, uniform>
<2037625865, 364.70, 200, none, 10, uniform>
<2037625865, 0.10, 200, none, 10, uniform>
<2037625865, 0.05, 200, none, 10, uniform>
<2037625865, 0.03, 200, none, 10, uniform>
<2037625865, 0.03, 200, none, 10, uniform>
<3517616580, 122.78, 200, none, 10, uniform>
<3156534709, 248.07, 200, none, 10, uniform>
<0, 122.06, 200, none, 10, uniform>
<2813423976, 243.42, 200, none, 10, uniform>
<2813423976, 0.21, 200, none, 10, uniform>
<0, 121.65, 200, none, 10, uniform>
<2037625865, 244.63, 200, none, 10, uniform>
<2037625865, 0.16, 200, none, 10, uniform>
<2037625865, 0.10, 200, none, 10, uniform>
<2037625865, 0.09, 200, none, 10, uniform>
<2037625865, 0.09, 200, none, 10, uniform>
<2037625865, 0.09, 200, none, 10, uniform>
<2037625865, 0.08, 200, none, 10, uniform>
<3517616580, 245.24, 200, none, 10, uniform>
<3156534709, 244.11, 200, none, 10, uniform>
<0, 122.29, 200, none, 10, uniform>
<3517616580, 121.89, 200, none, 10, uniform>
<2813423976, 244.02, 200, none, 10, uniform>
<2037625865, 243.29, 200, none, 10, uniform>
<2037625865, 0.16, 200, none, 10, uniform>
<2037625865, 0.09, 200, none, 10, uniform>
<3156534709, 245.59, 200, none, 10, uniform>
<0, 242.55, 200, none, 10, uniform>
<3517616580, 244.37, 200, none, 10, uniform>
<2037625865, 245.34, 200, none, 10, uniform>
<2037625865, 0.16, 200, none, 10, uniform>
<2037625865, 0.09, 200, none, 10, uniform>
<2037625865, 0.08, 200, none, 10, uniform>
<2037625865, 0.09, 200, none, 10, uniform>
<2037625865, 0.08, 200, none, 10, uniform>
<2037625865, 0.08, 200, none, 10, uniform>
<2037625865, 0.09, 200, none, 10, uniform>
<2037625865, 0.09, 200, none, 10, uniform>
<2037625865, 0.08, 200, none, 10, uniform>
<2037625865, 0.08, 200, none, 10, uniform>
<2037625865, 0.08, 200, none, 10, uniform>
<2037625865, 0.12, 200, none, 10, uniform>
<2037625865, 0.09, 200, none, 10, uniform>
<2037625865, 0.08, 200, none, 10, uniform>
<2037625865, 0.08, 200, none, 10, uniform>
<3517616580, 122.44, 200, none, 10, uniform>
<2813423976, 367.41, 200, none, 10, uniform>
<3156534709, 246.14, 200, none, 10, uniform>
<0, 243.12, 200, none, 10, uniform>
<3517616580, 123.02, 200, none, 10, uniform>
<0, 121.56, 200, none, 10, uniform>
<3517616580, 121.65, 200, none, 10, uniform>
<2813423976, 243.36, 200, none, 10, uniform>
<3156534709, 245.59, 200, none, 10, uniform>
<2037625865, 362.80, 200, none, 10, uniform>
<3517616580, 123.14, 200, none, 10, uniform>
<0, 259.59, 200, none, 10, uniform>
<2037625865, 123.37, 200, none, 10, uniform>
<2037625865, 0.15, 200, none, 10, uniform>
<2037625865, 0.10, 200, none, 10, uniform>
<2037625865, 0.09, 200, none, 10, uniform>
<2037625865, 0.09, 200, none, 10, uniform>
<2037625865, 0.09, 200, none, 10, uniform>
<3517616580, 121.19, 200, none, 10, uniform>
<3156534709, 244.72, 200, none, 10, uniform>
<0, 122.75, 200, none, 10, uniform>
<3517616580, 122.42, 200, none, 10, uniform>
<2813423976, 367.11, 200, none, 10, uniform>
<2037625865, 242.60, 200, none, 10, uniform>
<2037625865, 0.17, 200, none, 10, uniform>
<2037625865, 0.10, 200, none, 10, uniform>
<2037625865, 0.09, 200, none, 10, uniform>
<2037625865, 0.09, 200, none, 10, uniform>
<2037625865, 0.08, 200, none, 10, uniform>
<2037625865, 0.08, 200, none, 10, uniform>
<2037625865, 0.08, 200, none, 10, uniform>
<2037625865, 0.08, 200, none, 10, uniform>
<2037625865, 0.08, 200, none, 10, uniform>
<2037625865, 0.08, 200, none, 10, uniform>
<2037625865, 0.08, 200, none, 10, uniform>
<2037625865, 0.08, 200, none, 10, uniform>
<2037625865, 0.08, 200, none, 10, uniform>
<2037625865, 0.08, 200, none, 10, uniform>
<2037625865, 0.09, 200, none, 10, uniform>
<2037625865, 0.10, 200, none, 10, uniform>
